TEST10,#genre#
NewTV军事评论 4M1080,http://39.135.230.86/ott.fj.chinamobile.com/PLTV/88888888/224/3221225890/index.m3u8
NewTV明星大片 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225716/2/index.m3u8?fmt=ts2hls
NewTV明星大片 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225733/index.m3u8
NewTV农业致富 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225670/2/index.m3u8?fmt=ts2hls
NewTV农业致富 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225687/index.m3u8
NewTV山东,http://39.134.66.2/PLTV/88888888/224/3221225763/index.m3u8
NewTV山东,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225788/index.m3u8
NewTV山东 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221226184/2/index.m3u8?fmt=ts2hls
NewTV四川,http://39.134.66.2/PLTV/88888888/224/3221225792/index.m3u8
NewTV四川,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225793/index.m3u8
NewTV四川 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221226187/2/index.m3u8?fmt=ts2hls
NewTV武搏世界 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225656/2/index.m3u8?fmt=ts2hls
NewTV武搏世界 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225758/index.m3u8
NewTV武搏世界 4M1080,http://39.135.230.82/ott.fj.chinamobile.com/PLTV/88888888/224/3221225895/index.m3u8
NewTV炫舞未来 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225707/2/index.m3u8?fmt=ts2hls
NewTV炫舞未来 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225728/index.m3u8
NewTV炫舞未来 4M1080,http://39.135.230.76/ott.fj.chinamobile.com/PLTV/88888888/224/3221226699/index.m3u8
NewTV怡伴健康 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225666/2/index.m3u8?fmt=ts2hls
NewTV怡伴健康 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225684/index.m3u8
NewTV怡伴健康 4M1080,http://39.135.230.86/ott.fj.chinamobile.com/PLTV/88888888/224/3221225883/index.m3u8
NewTV云南 4M720,http://39.135.138.8:6610/PLTV/88888888/224/3221226188/2/index.m3u8?fmt=ts2hls
NewTV云南[1280*720],http://39.134.66.2/PLTV/88888888/224/3221225773/index.m3u8
NewTV云南[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225795/index.m3u8
NewTV中国功夫 2.5M1080,http://39.135.230.77/ott.fj.chinamobile.com/PLTV/88888888/224/3221225896/index.m3u8
NewTV中国功夫 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225660/2/index.m3u8?fmt=ts2hls
NewTV中国功夫 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225690/index.m3u8
SiTV动漫秀场 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226141/index.m3u8
SiTV动漫秀场 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227021/index.m3u8
SiTV都市剧场 8M1080,http://39.135.230.68/ott.fj.chinamobile.com/PLTV/88888888/224/3221226979/index.m3u8
SiTV欢笑剧场 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226729/index.m3u8
SiTV欢笑剧场 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227114/index.m3u8
SiTV极速汽车 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227017/index.m3u8
SiTV生活时尚 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227029/index.m3u8
SiTV游戏风云 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227033/index.m3u8
SiTV游戏风云 8M1080,http://39.135.230.71/ott.fj.chinamobile.com/PLTV/88888888/224/3221226912/index.m3u8
爱情喜剧,http://39.134.66.2/PLTV/88888888/224/3221225533/index.m3u8
爱情喜剧[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226322/1.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://39.134.66.2/PLTV/88888888/224/3221225675/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226196/index.m3u8
安徽卫视,http://39.134.39.4/PLTV/88888888/224/3221226205/index.m3u8
安徽卫视 2.5M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225844/index.m3u8
安徽卫视 3.5M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225737/2/index.m3u8?fmt=ts2hls
安徽卫视 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225701/index.m3u8
安徽卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225691/2/index.m3u8?fmt=ts2hls
安徽卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225945/index.m3u8
安徽卫视 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225671/index.m3u8
安徽卫视 8M1080,http://39.135.230.68/ott.fj.chinamobile.com/PLTV/88888888/224/3221226942/index.m3u8
安徽卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226223/1.m3u8
安徽卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226499/1.m3u8
百事通4K 15M2160,http://39.135.230.79/ott.fj.chinamobile.com/PLTV/88888888/224/3221226952/index.m3u8
百事通体育 1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226599/index.m3u8
百事通体育 1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226646/index.m3u8
百事通体育 1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226569/index.m3u8
百事通体育 1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226573/index.m3u8
百事通体育 1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226638/index.m3u8
百事通体育 1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
百事通体育 1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226642/index.m3u8
百事通宣传动画 8M1080,http://39.135.230.73/ott.fj.chinamobile.com/PLTV/88888888/224/3221226603/index.m3u8
百视通 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227134/index.m3u8
百视通 8M720,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227036/index.m3u8
百视通轮播(谍战) 8M1080,http://39.135.230.66/ott.fj.chinamobile.com/PLTV/88888888/224/3221227045/index.m3u8
百视通轮播(科幻) 8M1080,http://39.135.230.79/ott.fj.chinamobile.com/PLTV/88888888/224/3221227037/index.m3u8
百视通轮播3 8M720,http://39.135.230.79/ott.fj.chinamobile.com/PLTV/88888888/224/3221227130/index.m3u8
百视通宣传动画 8M1080,http://39.135.230.70/ott.fj.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
百视通宣传动画 8M1080,http://39.135.230.74/ott.fj.chinamobile.com/PLTV/88888888/224/3221226564/index.m3u8
北京财经[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226560/1.m3u8
北京冬奥纪实 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225675/2/index.m3u8?fmt=ts2hls
北京冬奥纪实 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225676/2/index.m3u8?fmt=ts2hls
北京冬奥纪实 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225667/index.m3u8
北京冬奥纪实 8M1080,http://39.135.230.74/ott.fj.chinamobile.com/PLTV/88888888/224/3221225944/index.m3u8
北京家有购物 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221226190/2/index.m3u8?fmt=ts2hls
北京科教[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226559/1.m3u8
北京青年[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226562/1.m3u8
北京生活[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226561/1.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221225796/index.m3u8
北京卫视,http://39.134.39.4/PLTV/88888888/224/3221226161/index.m3u8
北京卫视,http://39.135.135.48/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225673/2/index.m3u8?fmt=ts2hls
北京卫视 4M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225826/index.m3u8
北京卫视 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225651/index.m3u8
北京卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225600/2/index.m3u8?fmt=ts2hls
北京卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225674/2/index.m3u8?fmt=ts2hls
北京卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225937/index.m3u8
北京卫视 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225664/index.m3u8
北京卫视 8M1080,http://39.135.230.67/ott.fj.chinamobile.com/PLTV/88888888/224/3221226988/index.m3u8
北京卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8
北京卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226367/1.m3u8
北京卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226436/1.m3u8
北京卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8
北京文艺[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226440/1.m3u8
北京新闻[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226437/1.m3u8
北京影视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226486/1.m3u8
茶频道[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226548/1.m3u8
超级电视剧,http://39.134.66.2/PLTV/88888888/224/3221225637/index.m3u8
超级电视剧[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226253/1.m3u8
超级电视剧[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226368/1.m3u8
超级电影,http://39.134.66.2/PLTV/88888888/224/3221225644/index.m3u8
超级电影[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226233/1.m3u8
超级电影[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226369/1.m3u8
超级体育,http://39.134.66.2/PLTV/88888888/224/3221225635/index.m3u8
超级体育[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226232/1.m3u8
超级体育[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226348/1.m3u8
超级综艺,http://39.134.66.2/PLTV/88888888/224/3221225642/index.m3u8
超级综艺[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226231/1.m3u8
超级综艺[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226370/1.m3u8
潮妈辣婆,http://39.134.66.2/PLTV/88888888/224/3221225542/index.m3u8
潮妈辣婆[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226286/1.m3u8
成都大熊猫繁育研究基地 4M1080,http://39.135.230.80/ott.fj.chinamobile.com/PLTV/88888888/224/3221226715/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
纯享4K 13M2160,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225726/index.m3u8
纯享4K 20M2160,http://39.135.138.8:6610/PLTV/88888888/224/3221225786/2/index.m3u8?fmt=ts2hls
纯享4K 20M2160,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/index.m3u8
哒啵赛事 4M1080,http://39.135.230.71/ott.fj.chinamobile.com/PLTV/88888888/224/3221225894/index.m3u8
哒啵赛事 4M1080,http://39.135.230.83/ott.fj.chinamobile.com/PLTV/88888888/224/3221226680/index.m3u8
大健康[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226556/1.m3u8
东北热剧,http://39.134.66.2/PLTV/88888888/224/3221225679/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://39.134.66.2/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221225797/index.m3u8
东方卫视,http://39.134.39.4/PLTV/88888888/224/3221226155/index.m3u8
东方卫视,http://39.135.135.40/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225658/2/index.m3u8?fmt=ts2hls
东方卫视 4M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225828/index.m3u8
东方卫视 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225718/index.m3u8
东方卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225489/2/index.m3u8?fmt=ts2hls
东方卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225659/2/index.m3u8?fmt=ts2hls
东方卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225936/index.m3u8
东方卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226560/index.m3u8
东方卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227040/index.m3u8
东方卫视 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225682/index.m3u8
东方卫视 8M1080,http://39.135.230.69/ott.fj.chinamobile.com/PLTV/88888888/224/3221226873/index.m3u8
东方卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226237/1.m3u8
东方卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226364/1.m3u8
东方卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226505/1.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://117.136.156.37/PLTV/88888888/224/3221225697/index.m3u8
东南卫视,http://39.134.39.4/PLTV/88888888/224/3221226182/index.m3u8
东南卫视,http://39.134.39.39/PLTV/88888888/224/3221226182/index.m3u8
东南卫视 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225657/2/index.m3u8?fmt=ts2hls
东南卫视 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225696/index.m3u8
东南卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225585/2/index.m3u8?fmt=ts2hls
东南卫视 8M1080,http://39.135.230.76/ott.fj.chinamobile.com/PLTV/88888888/224/3221226877/index.m3u8
东南卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226406/1.m3u8
东南卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226496/1.m3u8
冬奥纪实[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226438/1.m3u8
动画2HD[1280*720],http://39.134.182.236/PLTV/88888888/224/3221226178/index.m3u8
动漫2 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226741/index.m3u8
动漫秀场,http://39.134.39.39/PLTV/88888888/224/3221226197/index.m3u8
动作电影,http://39.134.66.2/PLTV/88888888/224/3221225555/index.m3u8
动作电影[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226329/1.m3u8
都市剧场,http://39.134.39.4/PLTV/88888888/224/3221226176/index.m3u8
都市剧场,http://39.134.39.4/PLTV/88888888/224/3221226318/index.m3u8

福建电视剧 8M1080,http://39.135.230.79/ott.fj.chinamobile.com/PLTV/88888888/224/3221226969/index.m3u8
福建经济 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226973/index.m3u8
福建旅游 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226911/index.m3u8
福建少儿 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226960/index.m3u8
福建体育 8M1080,http://39.135.230.72/ott.fj.chinamobile.com/PLTV/88888888/224/3221227078/index.m3u8
福建乡村振兴公共 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226907/index.m3u8
福建新闻 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227074/index.m3u8
福建综合 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227070/index.m3u8
甘肃少儿,http://39.134.39.4/PLTV/88888888/224/3221226289/index.m3u8
甘肃少儿,http://39.134.39.39/PLTV/88888888/224/3221226289/index.m3u8
甘肃少儿,http://39.134.39.37/PLTV/88888888/224/3221226289/index.m3u8
甘肃卫视,http://39.134.39.4/PLTV/88888888/224/3221226240/index.m3u8
甘肃卫视,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
甘肃卫视,http://39.134.39.37/PLTV/88888888/224/3221226240/index.m3u8
古装剧场,http://39.134.66.2/PLTV/88888888/224/3221225524/index.m3u8
古装剧场[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226323/1.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.134.66.2/PLTV/88888888/224/3221225667/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221225803/index.m3u8
广东卫视,http://39.134.39.4/PLTV/88888888/224/3221226180/index.m3u8
广东卫视,http://39.134.65.65/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225736/index.m3u8
广东卫视 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225742/2/index.m3u8?fmt=ts2hls
广东卫视 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225666/index.m3u8
广东卫视 4M1080,http://39.135.230.80/ott.fj.chinamobile.com/PLTV/88888888/224/3221225824/index.m3u8
广东卫视 7M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226895/index.m3u8
广东卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225597/2/index.m3u8?fmt=ts2hls
广东卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225701/2/index.m3u8?fmt=ts2hls
广东卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225942/index.m3u8
广东卫视 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225685/index.m3u8
广东卫视 8M1080,http://39.135.230.78/ott.fj.chinamobile.com/PLTV/88888888/224/3221226946/index.m3u8
广东卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226238/1.m3u8
广东卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226508/1.m3u8
广西卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221226211/2/index.m3u8?fmt=ts2hls
贵州卫视,http://117.136.156.37/PLTV/88888888/224/3221225807/index.m3u8
贵州卫视,http://39.134.39.4/PLTV/88888888/224/3221226276/index.m3u8
贵州卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225483/2/index.m3u8?fmt=ts2hls
贵州卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227060/index.m3u8
贵州卫视 8M1080,http://39.135.230.88/ott.fj.chinamobile.com/PLTV/88888888/224/3221226827/index.m3u8
贵州卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226497/1.m3u8
海南卫视,http://39.134.39.4/PLTV/88888888/224/3221226301/index.m3u8
海南卫视,http://39.134.39.39/PLTV/88888888/224/3221226301/index.m3u8
海南卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221226212/2/index.m3u8?fmt=ts2hls
海南卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227000/index.m3u8
海峡卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226977/index.m3u8
河北卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225610/2/index.m3u8?fmt=ts2hls
河北卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227001/index.m3u8
河北卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226507/1.m3u8
河南卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls
河南卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226947/index.m3u8
贺州综合 3M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225768/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.39.4/PLTV/88888888/224/3221226142/index.m3u8
黑龙江卫视 3.5M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225736/2/index.m3u8?fmt=ts2hls
黑龙江卫视 3.5M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225862/index.m3u8
黑龙江卫视 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225734/index.m3u8
黑龙江卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225586/2/index.m3u8?fmt=ts2hls
黑龙江卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225690/2/index.m3u8?fmt=ts2hls
黑龙江卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225940/index.m3u8
黑龙江卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227056/index.m3u8
黑龙江卫视 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225686/index.m3u8
黑龙江卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226239/1.m3u8
黑龙江卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226498/1.m3u8
黑莓电竞 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225653/2/index.m3u8?fmt=ts2hls
黑莓电竞 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225749/2/index.m3u8?fmt=ts2hls
黑莓电竞 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225750/2/index.m3u8?fmt=ts2hls
黑莓电竞 4M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226676/index.m3u8
黑莓电竞 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225760/index.m3u8
黑莓电竞[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225931/1.m3u8
黑莓电影 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225718/2/index.m3u8?fmt=ts2hls
黑莓电影 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225764/2/index.m3u8?fmt=ts2hls
黑莓电影 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225769/2/index.m3u8?fmt=ts2hls
黑莓电影 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225740/index.m3u8
黑莓电影 4M1080,http://39.135.230.71/ott.fj.chinamobile.com/PLTV/88888888/224/3221225891/index.m3u8
黑莓电影[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225927/1.m3u8
黑莓动画 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225672/2/index.m3u8?fmt=ts2hls
黑莓动画 4M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225878/index.m3u8
黑莓动画 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225710/index.m3u8
黑莓动画[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225914/1.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://39.134.66.2/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视,http://117.136.156.37/PLTV/88888888/224/3221225681/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226194/index.m3u8
湖北卫视,http://39.134.39.4/PLTV/88888888/224/3221226159/index.m3u8
湖北卫视,http://39.134.39.39/PLTV/88888888/224/3221226159/index.m3u8
湖北卫视 2.5M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225840/index.m3u8
湖北卫视 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225740/2/index.m3u8?fmt=ts2hls
湖北卫视 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225721/index.m3u8
湖北卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225596/2/index.m3u8?fmt=ts2hls
湖北卫视 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225699/2/index.m3u8?fmt=ts2hls
湖北卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225948/index.m3u8
湖北卫视 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226993/index.m3u8
湖北卫视 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225689/index.m3u8
湖北卫视 8M1080,http://39.135.230.69/ott.fj.chinamobile.com/PLTV/88888888/224/3221226863/index.m3u8
湖北卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226240/1.m3u8
湖北卫视[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226503/1.m3u8
湖南金鹰纪实 7M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226937/index.m3u8
